Major,Course Name,Credits,Prerequisites,Category
Broadcast Journalism and Documentary BFA,DOC 116 - Introduction to Television Production: Location,3,"television writing and production, broadcast journalism and documentary major, documentary film minor",core requirements
Broadcast Journalism and Documentary BFA,BRJL 305 - Social Media Mobile Journalism,3,N/A,core requirements
Broadcast Journalism and Documentary BFA,FP 133 - Audio Techniques,3,FTV 130  and DCFMA major,core requirements
Broadcast Journalism and Documentary BFA,BRJL 232 - Electronic Cinematography for Broadcast Journalism and Documentary,3,"TWP 114, broadcast journalism and documentary major",core requirements
Broadcast Journalism and Documentary BFA,BRJL 307 - Mass Media Law and Ethics,3,N/A,core requirements
Broadcast Journalism and Documentary BFA,BRJL 340 - Journalism in the 21st Century,3,N/A,one of the following
Broadcast Journalism and Documentary BFA,TWP 246 - History of Television,3,"broadcast journalism and documentary, film and media studies, film and television production, film studies, television writing and production, writing for film and television major, television minor, history and media, media, culture and society, the modern experience themed inquiry",one of the following
Broadcast Journalism and Documentary BFA,DOC 321 - The Documentary Tradition,3,"broadcast journalism and documentary, television writing and production major, documentary film minor, media, culture and society themed inquiry",one of the following
Broadcast Journalism and Documentary BFA,BRJL 204 - Broadcast and Online Newswriting,3,"BRJL 103, sophomore standing and broadcast journalism and documentary major, broadcast journalism minor",one of the following
Broadcast Journalism and Documentary BFA,DOC 341 - Investigative Journalism,3,N/A,one of the following
Broadcast Journalism and Documentary BFA,BRJL 310 - Television and Online News Reporting,3,"BRJL 103, BRJL 204, BRJL 232, sophomore standing and broadcast journalism and documentary major, broadcast journalism minor",one of the following
Broadcast Journalism and Documentary BFA,DOC 335 - Documentary Production,3,"DOC 116, FTV 130  and Dodge College major, documentary film minor",one of the following
Broadcast Journalism and Documentary BFA,DOC 378 - Documentary Editing,3,"FP 115  and broadcast journalism and documentary, film and television production, film production, television writing and production major",one of the following
Broadcast Journalism and Documentary BFA,TWP 311 - Advanced Multi-Camera TV Production,3,"TWP 114, junior standing and broadcast journalism and documentary, film and television production, television writing and production major",one of the following
Broadcast Journalism and Documentary BFA,BRJL 433 - Producing the Newscast II,3,N/A,advanced production sequence
Broadcast Journalism and Documentary BFA,BRJL 432 - Producing the Newscast,3,N/A,advanced production sequence
Broadcast Journalism and Documentary BFA,"DOC 496 - Documentary Pre-Production, Senior Thesis I",3,"DOC 116, DOC 335  and broadcast journalism and documentary, film and television production, television writing and production major",advanced production sequence
Broadcast Journalism and Documentary BFA,"DOC 497 - Documentary Post-Production, Senior Thesis II",3,"DOC 496  and broadcast journalism and documentary, film and television production, television writing and production major",advanced production sequence
Broadcast Journalism and Documentary BFA,TWP 303 - Producing Reality Television,3,"FTV 130  and television writing and production, broadcast journalism and documentary major, television minor",four upper-division electives
Broadcast Journalism and Documentary BFA,BRJL 408 - Topics in Broadcast Journalism,3,N/A,four upper-division electives
Broadcast Journalism and Documentary BFA,BRJL 347 - The Art of the Interview,3,BRJL 103 ,four upper-division electives
Broadcast Journalism and Documentary BFA,BRJL 408A - Anchor and Interview Workshop,3,"BRJL 103, BRJL 310  and broadcast journalism and documentary, film and television production, television writing and production major",four upper-division electives
Broadcast Journalism and Documentary BFA,BRJL 408C - Film and Entertainment Reporting,3,"BRJL 103, BRJL 310  and broadcast journalism and documentary, film and television production, television writing and production major",four upper-division electives
Broadcast Journalism and Documentary BFA,BRJL 409 - Advanced Television Reporting,3,"BRJL 103, BRJL 310  and broadcast journalism and documentary, film and television production, television writing and production major, broadcast journalism minor",four upper-division electives
Broadcast Journalism and Documentary BFA,BRJL 411 - Sports Broadcasting,3,"TWP 114, and BRJL 103, FTV 130, and television writing and production, broadcast journalism and documentary major, broadcast journalism, television minor",four upper-division electives
Broadcast Journalism and Documentary BFA,ENG 410 - Advanced Reporting and Editing Workshop for Journalists,3,"ENG 210, ENG 308, consent of instructor",four upper-division electives
Broadcast Journalism and Documentary BFA,BRJL 431 - Producing the TV News Magazine,3,"BRJL 103, TWP 114, BRJL 204, BRJL 232 ",four upper-division electives
Broadcast Journalism and Documentary BFA,BRJL 490 - Independent Internship,½-6,N/A,four upper-division electives
Broadcast Journalism and Documentary BFA,DOC 329 - Experimental Course,1-3,and credits may vary,four upper-division electives
Broadcast Journalism and Documentary BFA,DOC 345 - Wildlife and Environmental Filmmaking,3,"DOC 116, and broadcast journalism and documentary, television writing and production major, documentary film minor",four upper-division electives
Broadcast Journalism and Documentary BFA,DOC 380 - Community Voices: Pre-Production,3,consent of instructor,four upper-division electives
Broadcast Journalism and Documentary BFA,DOC 381 - Community Voices: Post-Production,3,"DOC 380, consent of instructor",four upper-division electives
Broadcast Journalism and Documentary BFA,DOC 389 - Cross-Cultural Documentary,3,consent of instructor,four upper-division electives
Broadcast Journalism and Documentary BFA,DOC 490 - Independent Internship,½-6,N/A,four upper-division electives
Business Administration BS,ECON 200 - Principles of Microeconomics,3,"MATH 100, equivalent",lower-division core requirements
Business Administration BS,MATH 109 - Calculus with Applications in Business and Social Science,3,"MATH 100, equivalent",lower-division core requirements
Business Administration BS,ACTG 210 - Introduction to Financial Accounting,3,"MATH 109, MATH 110, equivalent, with a minimum grade of C-",lower-division core requirements
Business Administration BS,ECON 201 - Principles of Macroeconomics,3,"MATH 100, equivalent",lower-division core requirements
Business Administration BS,MGSC 209 - Introductory Business Statistics,3,"MATH 109, MATH 110, with a minimum grade of C-",lower-division core requirements
Business Administration BS,BUS 215 - Legal Environment of Business,3,ECON 200  with a minimum grade of C-,lower-division core requirements
Business Administration BS,MGSC 220 - Foundations of Business Analytics,3,"MGSC 209, MATH 203, PSY 203, with a minimum grade of C-",lower-division core requirements
Business Administration BS,ACTG 211 - Introduction to Managerial Accounting,3,ACTG 210  with a minimum grade of C-,lower-division core requirements
Business Administration BS,COM 219 - Business and Professional Communication for Business Majors,3,"accounting, business administration, exploratory major",communications requirement
Business Administration BS,MGSC 346 - Production and Operations Management,3,"MATH 203, MGSC 209, with a minimum grade of C-",upper-division core requirements
Business Administration BS,MGSC 300 - Management Information Systems,3,"ACTG 210, ECON 200, ECON 201, and MATH 109, MATH 110, with a minimum grade of C- in each prerequisite",upper-division core requirements
Business Administration BS,MKTG 304 - Marketing,3,"ECON 200, ECON 201, ACTG 210, and MGSC 209, MATH 203, and MATH 109, MATH 110, with a minimum grade of C- in each prerequisite",upper-division core requirements
Business Administration BS,FIN 317 - Financial Management,3,"ACTG 210, ECON 200, ECON 201, and MGSC 209, MATH 203, and MATH 109, MATH 110, with a minimum grade of C- in each prerequisite",upper-division core requirements
Business Administration BS,MGMT 316 - Management of Organizations,3,"ACTG 210, ECON 200, ECON 201, and MATH 109, MATH 110, with a minimum grade of C- in each prerequisite",upper-division core requirements
Business Administration BS,ACTG 339 - Accounting Information Systems,3,"ACTG 330  with a minimum grade of C-, consent of instructor",upper-division core requirements
Business Administration BS,ECON 374 - European Economic History,3,"ECON 200, ECON 201, with a minimum grade of C- in each prerequisite",international learning experience
Business Administration BS,FIN 410 - International Financial Management,3,FIN 317  with a minimum grade of C-,international learning experience
Business Administration BS,MKTG 406 - International Marketing,3,"MGMT 316, and MKTG 304, MKTG 305, with a minimum grade of C- in each prerequisite",international learning experience
Business Administration BS,ECON 411 - International Economics,3,"ECON 200, ECON 201, with a minimum grade of C- in each prerequisite",international learning experience
Business Administration BS,ECON 441 - Economic Development,3,"ECON 200, ECON 201, with a minimum grade of C- in each prerequisite",international learning experience
Business Administration BS,BUS 495 - Special Topics in International Business,3,N/A,international learning experience
Business Administration BS,BUS 486 - Business Across Cultures,3,"ECON 200, ECON 201, with a minimum grade of C- in each prerequisite",international learning experience
Business Administration BS,MGMT 470 - International Business Management,3,"ECON 200, ECON 201, MKTG 304, MGMT 316, with a minimum grade of C- in each prerequisite",international learning experience
Business Administration BS,BUS 475 - Business Policy: An International Perspective,3,"senior standing, completion of lower and upper-division core requirements",upper-division capstone requirement
Business Administration BS,ECON 350 - Intermediate Microeconomics Theory,3,"ECON 200, ECON 201, and MATH 109, MATH 110, with a minimum grade of C- in each prerequisite",requirements
Business Administration BS,ECON 351 - Intermediate Macroeconomic Theory,3,"ECON 200, ECON 201, and MATH 109, MATH 110, with a minimum grade of C- in each prerequisite",requirements
Business Administration BS,ECON 329 - Experimental Course,3,N/A,three of the following
Business Administration BS,FIN 307 - The Financial System,3,"ECON 200, ECON 201, and MGSC 209, MATH 203, with a minimum grade of C- in each prerequisite",three of the following
Business Administration BS,ECON 357 - Topics in Humanomics,3,consent of instructor,three of the following
Business Administration BS,ECON 373 - Economic History,3,ECON 200  with a minimum grade of C-,three of the following
Business Administration BS,ECON 315 - Economics of Religion,3,"MGSC 209, MATH 203, and ECON 350, with a minimum grade of C- in each prerequisite",three of the following
Business Administration BS,ECON 421 - Behavioral Economics and Finance: Foundations,3,"MATH 110, ECON 200, MATH 203, with a minimum grade of C- in each prerequisite",three of the following
Business Administration BS,ECON 374 - European Economic History,3,"ECON 200, ECON 201, with a minimum grade of C- in each prerequisite",three of the following
Business Administration BS,ECON 411 - International Economics,3,"ECON 200, ECON 201, with a minimum grade of C- in each prerequisite",three of the following
Business Administration BS,ECON 425 - Economics of Non-Market Behavior,3,ECON 350  with a minimum grade of C-,three of the following
Business Administration BS,"ECON 431 - Health: Economic, Psychological, and Anthropological Perspectives",3,"MATH 203, MGSC 209, PSY 203, with a minimum grade of C-",three of the following
Business Administration BS,ECON 441 - Economic Development,3,"ECON 200, ECON 201, with a minimum grade of C- in each prerequisite",three of the following
Business Administration BS,ECON 448 - Managerial Economics,3,"ACTG 210, ECON 200, ECON 201, and MGSC 209, MATH 203, with a minimum grade of C- in each prerequisite",three of the following
